run_id,case,status,elapsed_hms,elapsed_seconds,speedup_vs_baseline,generation_stage_seconds,generation_speedup_vs_baseline,diffusion_excluding_vae_seconds,vae_speedup_vs_baseline,pipeline_speedup_vs_baseline,output_dir,log_file,vae_backend,torchao_quant,lightx2v_parallel,lightx2v_output_device,compile,cleanup_each_sample,async_video_writer,llv2_cache_quant,offload_generator_before_vae,vae_temporal_chunk,vae_chunk_overlap,cudagraphs,profile_files,profile_stage_seconds,profile_peak_allocated_gb,profile_peak_reserved_gb,profile_min_free_gb
20260705_213020_wan,baseline_offload,success,00:06:00,360.384,1.0000,268.312,1.0000,189.440,1.0000,1.0000,outputs/bench_dmd_4090_wan_baseline_offload,outputs/benchmark_results/20260705_213020_wan/baseline_offload.log,wan,none,,,0,0,0,0,1,0,0,0,outputs/benchmark_results/20260705_213020_wan/baseline_offload_profile_rank0.jsonl,"{""pipeline_inference"": 261.9270913079381, ""vae_decode"": 72.48709715902805, ""write_video_submit"": 6.385094456374645}",15.149,22.949,0.176
20260705_213020_wan,wan_chunk,success,00:05:22,322.229,1.1184,231.634,1.1583,176.368,1.3117,1.1308,outputs/bench_dmd_4090_wan_wan_chunk,outputs/benchmark_results/20260705_213020_wan/wan_chunk.log,wan,none,,,0,1,1,0,0,2,0,0,outputs/benchmark_results/20260705_213020_wan/wan_chunk_profile_rank0.jsonl,"{""pipeline_inference"": 231.62776447832584, ""vae_decode"": 55.25985224545002, ""write_video_submit"": 0.006609894335269928}",17.601,22.855,6.329
