run_id,case,status,elapsed_hms,elapsed_seconds,speedup_vs_baseline,generation_stage_seconds,generation_speedup_vs_baseline,diffusion_excluding_vae_seconds,vae_speedup_vs_baseline,pipeline_speedup_vs_baseline,output_dir,log_file,vae_backend,torchao_quant,lightx2v_parallel,lightx2v_output_device,compile,cleanup_each_sample,async_video_writer,llv2_cache_quant,offload_generator_before_vae,vae_temporal_chunk,vae_chunk_overlap,cudagraphs,profile_files,profile_stage_seconds,profile_peak_allocated_gb,profile_peak_reserved_gb,profile_min_free_gb
codex_lighttae_fast3_223045,paper_lighttae_fast3,success,00:03:51,231.119,,123.807,,121.796,,,outputs/bench_dmd_4090_combined_paper_lighttae_fast3,outputs/benchmark_results/codex_lighttae_fast3_223045/paper_lighttae_fast3.log,lightx2v_tae,none,1,cuda,0,0,1,0,0,2,0,0,outputs/benchmark_results/codex_lighttae_fast3_223045/paper_lighttae_fast3_profile_rank0.jsonl,"{""pipeline_inference"": 123.80394230037928, ""vae_decode"": 2.008101500570774, ""write_video_submit"": 0.0031370073556900024}",14.653,22.656,0.296
