run_id,case,status,elapsed_hms,elapsed_seconds,speedup_vs_baseline,generation_stage_seconds,generation_speedup_vs_baseline,diffusion_excluding_vae_seconds,vae_speedup_vs_baseline,pipeline_speedup_vs_baseline,output_dir,log_file,vae_backend,torchao_quant,lightx2v_parallel,lightx2v_output_device,compile,cleanup_each_sample,async_video_writer,llv2_cache_quant,offload_generator_before_vae,vae_temporal_chunk,vae_chunk_overlap,cudagraphs,profile_files,profile_stage_seconds,profile_peak_allocated_gb,profile_peak_reserved_gb,profile_min_free_gb
20260705_214326_combined,baseline_offload,success,00:05:53,353.259,1.0000,264.854,1.0000,186.772,1.0000,1.0000,outputs/bench_dmd_4090_combined_baseline_offload,outputs/benchmark_results/20260705_214326_combined/baseline_offload.log,wan,none,,,0,0,0,0,1,0,0,0,outputs/benchmark_results/20260705_214326_combined/baseline_offload_profile_rank0.jsonl,"{""pipeline_inference"": 258.43035796284676, ""vae_decode"": 71.65885051339865, ""write_video_submit"": 6.423788741230965}",15.149,22.949,0.176
20260705_214326_combined,paper_lighttae,success,00:03:59,239.411,1.4755,148.543,1.7830,146.574,36.4469,1.7398,outputs/bench_dmd_4090_combined_paper_lighttae,outputs/benchmark_results/20260705_214326_combined/paper_lighttae.log,lightx2v_tae,none,1,cuda,0,0,1,0,0,2,0,0,outputs/benchmark_results/20260705_214326_combined/paper_lighttae_profile_rank0.jsonl,"{""pipeline_inference"": 148.54019363969564, ""vae_decode"": 1.9661158174276352, ""write_video_submit"": 0.003091573715209961}",14.653,22.656,0.296
